id,price,moonRank,💎 score (%),storeURL,Background,Body,Earrings,Eyes,Face,Hat,Head
74,7,1824,33.69,https://magiceden.io/item-details/EkeePkSfBgkn6FGSRrxbcVpgrE5rh6qSZQ1229CG1yY5,Blue,FlyTrap,GoldPair,Steamboat,DingDong,Gluttony,GrapeFlavored
77,2.5,4721,55.48,https://magiceden.io/item-details/7wiRtVs1fcfLFYhCXBgpwwJRrVXhb4crqFXquG97fHUn,Lavendar,LuchaLibre,None,CuriousJorge,RuffyDuck,BeanieCream,RedHead
79,5,3028,44.04,https://magiceden.io/item-details/Fn6NCsaHoHiiJm6FMebN13dQre6ndY7tw7ywNCkN2HwK,Cyan,Zilla,None,CuriousJorge,DingDong,SuperSaiyanHair,Clay
81,2.4,3333,67.6,https://magiceden.io/item-details/81DPzyBCZLqYfAUMSyLUTf652qEpwfaBFgymM478RcVV,BabyPink,Paladin,None,ClassicToon,RuffyDuck,DemonLordViolet,Blonde
83,5,3005,44.23,https://magiceden.io/item-details/6G6gxMsAmmYNB6yMgnc6U2W175RxDLh43j3cvqohT2nS,DustyBlue,Zilla,None,CyberStyle,DingDong,BeepBoop,RedHead
84,10,629,13.26,https://magiceden.io/item-details/EuYrBPCpiZ3DCQruBtmbJjP2oMbm9EGQkTFqHacwnk7k,Pomegranate,SkullShield,Gold,FeralEyes,GramGram,Tengu,CottonCandy
85,8,1151,29.08,https://magiceden.io/item-details/A9J3WeQSK87zVoLwuJUGF2ii2SR3WTTFg3VLtmvdyc7i,Acid,Kong,Pewpew,StarryEyed,BaconBoar,AllSeeing,Night
86,5.98,3569,29.91,https://magiceden.io/item-details/G2VM212zdaZsVNH8mdobCJMAYcsLsPXcc9ZmPPUyjNR,Cyan,SweetChocolate,None,CyberSmile,RuffyDuck,BeepBoop,Blonde
87,3,2772,66.09,https://magiceden.io/item-details/GfX63Vrv2wXfz35Y26VQASWS76qxUfRWYSD7MZ5k8PVE,Lavendar,SkullBomb,Dagger,OhGodNo,GoodBoy,None,CottonCandy
88,5,1327,57.67,https://magiceden.io/item-details/6gmp9sTqAm472fKSi3XYxFJWs7yMHMksQ5KMXNWaP9Qu,Tangerine,Thug,Flag,FeralEyesRed,Baztard,Sunnyside,CottonCandy
89,2.99,860,81.51,https://magiceden.io/item-details/8dNBZpf16dhd3jqSaqpfho6KLhiFgk2gVTyu1TVyKwX3,Mustard,MegaGoon,EyeofZauronBlue,BlindfoldWhite,GramGram,Sunnyside,GrapeFlavored
90,2.5,3415,65.94,https://magiceden.io/item-details/3eGYiMtzyRdsNjS8nnwNTsuCgXtzJJoBGF6Vaj7wfj71,Mustard,DeathAngel,None,Tycoon,GoodBoy,AllSeeing,Blonde
95,4.5,2671,51.9,https://magiceden.io/item-details/aocANmiBx3qXctEjmt37fnpjnZaV5ovigXsttponRG8,Pomegranate,SweetChocolate,Silver,Steamboat,GoodBoy,None,GrapeFlavored
98,2.3,3846,64.49,https://magiceden.io/item-details/Aq4wYvDgS6mmSBBwcTmrSXn2McmRAcRfworSETRYP346,Salmon,Paladin,None,Skii,WickeyMouse,Sunnyside,GrapeFlavored
102,3.6,230,80.46,https://magiceden.io/item-details/EXQf7ZuUj8JzBaYurN4vpd6DKD1t6YtLgk5Tukv7e89d,Blue,Thug,Silver,StarryEyed,DingDong,DragonBlueEyes,BudGreen
104,6.55,145,51.64,https://magiceden.io/item-details/E6mgQEmYhULZUfthkshtEBUcDejxwDZY6R8g4MtXwHsb,Leather,Thug,Dagger,DemonLordBlue,WickeyMouse,GorgonPink,CottonCandy
107,2.88,2923,66.08,https://magiceden.io/item-details/4TNHiv6cFTaJ1XFR1Ze38gs8HZhovxQASGr2Pxf4N8tA,GrannySmith,Cerberus,None,Steamboat,WickeyMouse,Crab,Night
109,2.14,2890,73.75,https://magiceden.io/item-details/W36XocxHW3g2Ai1c3Ph4yeZsEE24Qa9zQFTvozWiia4,Citrus,Wizzy,None,CuriousJorge,DingDong,DemonLordViolet,Blonde
111,20,58,0,https://magiceden.io/item-details/FZt4eFPmNr6TtKTySoDX3E9eJGt9xfEN3Tc9gYexQC96,Pomegranate,SkullBomb,Flag,OhGodNo,DemonDingDong,GorgonPink,RedHead
112,3,2775,66.07,https://magiceden.io/item-details/6WJs5YKumUgg7FP1BMDS8X1R1XCaMDQqpuxZ5ccMqico,Pomegranate,MegaGoon,None,FeralEyesRed,ThugzBunny,DemonLoredRed,Night
119,2.99,3718,58.61,https://magiceden.io/item-details/AyJfkd85xytZPeygxz9ZmRWzp2ehrLWVRQAf4cKaxGZ,Blue,Wizzy,None,PissedOff,GoodBoy,OctoPink,RedHead
120,4.35,2756,52.72,https://magiceden.io/item-details/2mjdaRyd7sNoXeyw7wyDHrS4XkR7NcJPfmY15P4uZpAd,Cyan,SkullBomb,Dagger,ClassicToon,WickeyMouse,AllSeeing,GrapeFlavored
133,6,985,50.41,https://magiceden.io/item-details/7s7oH9osVA2g2qyTDKGosVJWgTyDY1m7gUJfCjRywff8,GrannySmith,Kong,GoldPair,CyberSmile,GramGram,PlumberGreen,BudGreen
135,3,2345,69.51,https://magiceden.io/item-details/4KtMqQHL8KG6CLvxqawNyVbvdZnkrsqC7gCAfnS5aGTF,DustyBlue,BoxerPink,None,BlindfoldWhite,GoodBoy,GoonGoon,Blonde
137,25,2521,0,https://magiceden.io/item-details/DsicKsdXnv6WWkcs3BgyMAtyPGrUFLdPB4kvgC1qebHe,BabyPink,FlyTrap,None,CuriousJorge,ThugzBunny,Tengu,DustyBlue
141,3.9,3137,54.17,https://magiceden.io/item-details/HvJXb9nk5kt1D5H1aMftDD7EnbcW7gx5ramQ5Tn9fZA5,Cyan,MoneyBags,None,PissedOff,BaconBoar,ImmortalBlade,Clay
143,3,2354,69.44,https://magiceden.io/item-details/E3AcRhwq5gGeXjx7crtoUThmeeTFmkGiA3Jje8KgVhvf,Tangerine,FlyTrap,None,DemonLordBlue,DingDong,GoonGoon,DustyBlue
147,3.4,623,79.31,https://magiceden.io/item-details/9EYxfcurXxo5z26tRCFVwLTggbKi6yznZGpX1m4CMVMf,Salmon,Zilla,PocketMonster,StarryEyed,RuffyDuck,DemonLoredRed,Blonde
149,3,2271,70.11,https://magiceden.io/item-details/CZ79vWq8D1sUC6pdBveYU4Yj9agmkfCbKQD7RVRjEN6b,Salmon,Plug,Silver,OhGodNo,GramGram,AllSeeing,Night
150,6.9,203,47.67,https://magiceden.io/item-details/B9DEudYN23JwSN9RUd1nN2T2QW7UArkkBStT8T2xjrvq,Citrus,BubbleTeaFever,Flag,FeralEyesRed,GoodBoy,AllSeeing,Snowball
157,4.5,3063,48.76,https://magiceden.io/item-details/BAbwuWsCKbV6DFTBUMhkQECSMBmoAimJStsexRS3pfBn,Mustard,BubbleTeaFever,None,ClassicToon,WickeyMouse,Tengu,Blonde
159,6.6,94,51.55,https://magiceden.io/item-details/HPR52tjJC7gSRgLxWeEu2M7icSymztVaMpftdNqip6mE,Acid,Wizzy,EyeofZauron,PissedOff,ShinRaShiFlame,BandanaBloodz,RedHead
161,3,3480,60.42,https://magiceden.io/item-details/5zgtxxEDdG2qMy2PZ8QvU3C494Vi5BKhMg9sPJ1dytiu,Salmon,Paladin,None,CyberStyle,BaconBoar,BandanaBloodz,BudGreen
162,5,2823,45.68,https://magiceden.io/item-details/GHabh21kvjcQ6h4Zrcouwa2mrW777U79AUePcZJWzCUR,GrannySmith,BallerLakers,None,Steamboat,DingDong,PlumberGreen,DustyBlue
173,2.875,3370,62.55,https://magiceden.io/item-details/DAs9VDXcW17jxHokBJDTg38KiLNGCRUyW8LKQ5shAS54,Pomegranate,Kong,None,CyberSmile,Baztard,Gluttony,Blonde
177,5.75,111,59.91,https://magiceden.io/item-details/G4hdXwFYn8XBDZ4J1DkyFr1pEAX8oSe3wUupjaQvidae,Blue,DeathAngel,EyeofZauron,BlindfoldWhite,GoodBoy,GoonGoon,Snowball
179,3,2031,72.03,https://magiceden.io/item-details/3SxjCUBWpFDUz9jNTK8svTn1ugm7uH7eX3uc1jrNicSk,BabyPink,Paladin,PocketMonster,OhGodNo,GoodBoy,BandanaCrip,RedHead
180,4,569,73.74,https://magiceden.io/item-details/Bz3okGciqxeMPzZMSZLtbohWnEYJJg5NFfH5XFaSYZF9,DustyBlue,SkullBomb,Gold,FeralEyesRed,BaconBoar,DemonLordViolet,Night
184,5,4588,31.54,https://magiceden.io/item-details/FBt1orQTab5gWvt9kPAXXimMLAeseGxT6CMp7nMjp8yt,Blue,SkullShield,None,OhGodNo,RuffyDuck,Sunnyside,CottonCandy
187,2.99,545,84.03,https://magiceden.io/item-details/BCdEHSqmzjit9pyC2r4ztrXEFeoxbQ2gTgjScdVmqvM9,Lavendar,Devil,Bone,BlindfoldBlack,GoodBoy,BeanieCream,BudGreen
189,12.9,1076,0,https://magiceden.io/item-details/7z7SZi8MJQC5rX9RdJY1cNpH1s31HfgHgGmoxHJS6g6H,Mustard,FlyTrap,Dagger,CuriousJorge,WickeyMouse,Tengu,GrapeFlavored
190,5.49,4648,26.16,https://magiceden.io/item-details/BtPHP5EyusVAdbNPxFPYpwKA3Mw8r5kGz3jCS9YYby9y,Tangerine,SweetChocolate,None,CuriousJorge,GramGram,BandanaCrip,Blonde
194,5,3577,39.64,https://magiceden.io/item-details/BHBgo8QUnyq2WPfshY23RHbunTLUKXiRjpW1U63HtcSk,BabyPink,FlyTrap,None,PissedOff,DingDong,Burger,BudGreen
201,4,4084,45.58,https://magiceden.io/item-details/A68i51s1bN3XVUfcwtccXzxVeobWP39QKGmTPd88MSY5,Pomegranate,MegaGoon,None,Steamboat,BaconBoar,SaiyanHair,DustyBlue
202,3,4820,49.69,https://magiceden.io/item-details/M43v1yyBwWA8wadAmd4DFHnYaNAjyKV1KEAQVitzQR1,Cyan,Kong,None,OhGodNo,Baztard,None,Clay
203,4.35,315,72.28,https://magiceden.io/item-details/CnKVdtLgToZTYhMWA9A8Vo7BQ99yQFYcTnT4mjL4WSMf,Indigo,Plug,None,StarryEyed,DemonDingDong,Crab,Night
207,4,3357,51.41,https://magiceden.io/item-details/E7bLYdWZoLkfY7kqe5scz7dsUXfAdaDJWyUYWe8Qjn4p,Salmon,LuchaLibre,None,Robbery,WickeyMouse,PlumberGreen,Blonde
211,5.5,2035,47,https://magiceden.io/item-details/DjkaMXfgFEzDSvca6R9bfmSLYtbTUiJrewkurb35xPSw,Lavendar,Paladin,None,Robbery,BaconBoar,SuperSaiyanHair,BudGreen
214,2.75,4922,51.37,https://magiceden.io/item-details/85CKz2HAputErsRXgUxYpoZZpZAswzcSosQpay5EF88d,Tangerine,Paladin,None,CuriousJorge,BaconBoar,GoonGoon,GrapeFlavored
216,5,3284,41.99,https://magiceden.io/item-details/2MJK64ywpMNXcWq9AWskcWHNafpNcJ39ZZDg8h5oQKQC,DustyBlue,MoneyBags,None,PissedOff,WickeyMouse,Sunnyside,GrapeFlavored
217,3,4807,49.79,https://magiceden.io/item-details/D7WqLf986bZ5gBK6xGcF2Dm2PiFYW7c4fZuUfpUcsDHP,Lavendar,Yakuza,None,Steamboat,RuffyDuck,BandanaCrip,GrapeFlavored
223,2.9,4690,51.73,https://magiceden.io/item-details/AW6KkMwb7XUKZ9of7CMfHzmmhfSc7iCybtQq1i6HqZyo,Mustard,Plug,None,BlindfoldWhite,RuffyDuck,BeepBoop,GrapeFlavored
226,5.5,4162,29.96,https://magiceden.io/item-details/HVGYvdLWdK2xa5mfc8epfVPFDdsTBtXpEpq6HRjCLtbg,Blue,MegaGoon,None,PissedOff,Baztard,Crab,CottonCandy
228,7.2,3138,21.16,https://magiceden.io/item-details/AT7x1JD1GezxHgtpWoWi92hGkayx9RBUwuZjuWajhjHe,Blue,Thug,None,Tycoon,WickeyMouse,Gluttony,RedHead
236,5.09,157,66.14,https://magiceden.io/item-details/67jEVhJvX8XWb6C5Ni1AX9zJfcpxjhqpJQGWMEMNR7iN,Blue,StreetPirate,Pewpew,Vengeance,DingDong,Gluttony,GrapeFlavored
237,2.94,1116,79.96,https://magiceden.io/item-details/HSxpgWwMXWmEtwxPCpSHKtzzXFrN2Ujsc14aMngTTTKq,Leather,MegaGoon,Silver,BlindfoldWhite,WickeyMouse,PlumberGreen,DustyBlue
243,7.5,1339,32.57,https://magiceden.io/item-details/33vciXXcysB3JFKhhHQhoz6ndtEjmHan2SvrP9aKs6Vv,Lavendar,LuchaLibre,Pewpew,BlindfoldWhite,WickeyMouse,BeanieCream,DustyBlue
244,6,1982,42.42,https://magiceden.io/item-details/FcMwoyXwUsos6erNV3y2YEEsKs4uv5RPPBB4QpRTTbdR,Blue,Zilla,PocketMonster,OhGodNo,RuffyDuck,PlumberGreen,Blonde
247,5.99,4845,19.59,https://magiceden.io/item-details/AvjDgxwabo5kTNcrNNaWNruzjY2Um5c8AYonxadpNmQ4,Mustard,Thug,None,PissedOff,GoodBoy,Sunnyside,CottonCandy
248,2.65,3687,62.26,https://magiceden.io/item-details/GsGYwGjCtrSVa72QXSj9FetacrmwrVX16V6mUe486p7m,GrannySmith,Paladin,None,FeralEyesRed,BaconBoar,Burger,CottonCandy
249,2,3747,68.28,https://magiceden.io/item-details/AsoWtsaRoH2de1wvT9vf6e3RJ8XGCuDoXzUE9LuDikfz,Citrus,DeathAngel,None,BlindfoldBlack,ThugzBunny,BeepBoop,Clay
250,6,4177,24.84,https://magiceden.io/item-details/FQDuwHbLffW2A38Po6W7gW8s3o99fqKeAnEVDkZTLCwB,Cyan,Plug,None,CuriousJorge,BaconBoar,ThongRed,DustyBlue
260,4.5,559,68.82,https://magiceden.io/item-details/EaYfND854JFAgH1NmcbYNj6CWDfRkeuUgRiA3FhfXDFQ,DustyBlue,Devil,Pewpew,Steamboat,DingDong,GoonGoon,DustyBlue
263,4.5,1895,58.12,https://magiceden.io/item-details/3iqYHfnNWWNKZQy4VartcqmKJCHwQ3DeGuUi2X28KBv9,Blue,Thug,None,FeralEyes,ThugzBunny,ViperGold,CottonCandy
264,5.25,549,61.4,https://magiceden.io/item-details/HNGfeE1HJ6EDNWPw7qpo7rc1cTHuY52q3LySKmgU642P,Salmon,Plug,Pewpew,OhGodNo,Baztard,ShellRed,RedHead
265,3.8,919,72.94,https://magiceden.io/item-details/GWJKKKCjcveZ8qggWQkUT119ebbUENVqh77KbY8i85y,DustyBlue,Hockey,None,PissedOff,RuffyDuck,OctoPink,SkyBison
274,6.2,4140,23.13,https://magiceden.io/item-details/3X4UTBN9yKX28XgSbZX98AfE6dyg5NXEXNqUDpZNm1tR,Acid,Yakuza,None,Steamboat,GoodBoy,PimpNamedSlickBack,GrapeFlavored
276,25,1426,0,https://magiceden.io/item-details/G8WYirqgwNPGd875PrX6scNmanR3hVAqpEC9JLSNBHfj,GrannySmith,Plug,Silver,Skii,RuffyDuck,ThongRed,Blonde
281,3.696969,1927,65.89,https://magiceden.io/item-details/2QKW2qkQRNJL4xn1mSgW1YX34RPezLbR9YSw1g9TUZmH,Mustard,Zilla,None,Over9000,GramGram,BeanieCream,Night
283,2.4,1332,83.63,https://magiceden.io/item-details/CFaMP5B3DDPPmdhHZcaLwr6Ub48jKfsRbL3rF45ihgS2,Mustard,SweetChocolate,Dagger,Tycoon,ThugzBunny,GoonGoon,BudGreen
284,2.49,3676,63.95,https://magiceden.io/item-details/8AtaZarWWYebr7HJAZJpSAZ7C3VGSLsDGJSXgGDo5sT2,Mustard,BubbleTeaFever,None,ClassicToon,WickeyMouse,OctoPink,Night
285,2.1,4982,57.39,https://magiceden.io/item-details/2fFUD2TYJvrcvPLt9ov5k3axoTsJwixpVyKxfKbA4WTW,Blue,Bat,None,CuriousJorge,BaconBoar,BandanaCrip,GrapeFlavored
292,2.4,2367,75.34,https://magiceden.io/item-details/A9ZRqSErZUiSSRgoUea53aJgNpnrBonmhfthz7sYPNMW,Lavendar,SkullShield,None,Zatoichi,WickeyMouse,DemonLoredRed,GrapeFlavored
298,5.97,685,53.11,https://magiceden.io/item-details/D9smtczRibNeYSi1e5XWQ1iAVMsgPDoFXcDTiK47jbV,Pomegranate,Cerberus,Pewpew,Steamboat,RuffyDuck,ShellGreen,Clay
299,10,3146,0,https://magiceden.io/item-details/B2tAQm5AZjm2uVd1EamekyhjQeANt5grspNVbbWGmDnc,Acid,DeathAngel,None,Zatoichi,GramGram,OctoPink,Clay
303,4.75,1609,57.91,https://magiceden.io/item-details/3BgP1Ew2r8CTr1pj1UoADfnFeLAtT3qWibNuFX1aUt5C,Tangerine,Hockey,None,FeralEyesRed,BaconBoar,OctoPirate,BudGreen
310,4,3523,50.08,https://magiceden.io/item-details/CE2VeARDyNejYECurYujLhkgmR47pNKWyHFZLEnWJymi,BabyPink,MegaGoon,None,FeralEyes,Baztard,Burger,GrapeFlavored
316,5,2592,47.53,https://magiceden.io/item-details/2ZRFHGj587JucYoVaNLmVprrjE2DDj1KEjZGC4bdQn8C,BabyPink,BubbleTeaFever,None,Robbery,RuffyDuck,ThongRed,RedHead
320,4.75,901,63.58,https://magiceden.io/item-details/GEHjZ8vqSJqa8pjDNsKQWbHLvAAn7wNob5S1eWHT8pTu,BabyPink,SkullShield,Silver,Robbery,GoodBoy,ThongRed,Clay
324,3.25,1355,74.94,https://magiceden.io/item-details/7i6dW9HzpxVsBpeYFwone6qDBuD2uKFDGVUv8MJQS1Qh,Acid,BoxerYellow,None,DemonLordRed,GoodBoy,Burger,Blonde
332,8,2108,21.41,https://magiceden.io/item-details/CKVQTBai87gTP6YS8smj24bx2geYFRVB6mFWvkvkJkE1,Pomegranate,OnePunch,None,PissedOff,WickeyMouse,PimpNamedSlickBack,Night
334,2.65,3256,65.72,https://magiceden.io/item-details/5s6K65rG7aVgQdviLRpTENSSbcSoGjt2y9CYikoJTyJ7,Lavendar,StreetPirate,None,FeralEyes,Baztard,OctoPink,Clay
338,8.5,296,30.93,https://magiceden.io/item-details/6YAda4ozsCRLh9DmRhNawNZ5t2SFtSoN3FhWpT8Gc8Tn,Salmon,Paladin,PocketMonster,FeralEyesRed,ShinRaShiFlood,Sunnyside,DustyBlue
342,20,634,0,https://magiceden.io/item-details/CZ96mu6DTeMTyrzUgB4C3Qm116LgH3XJTR8PiQ42JRMU,BabyPink,Hockey,None,FeralEyesRed,BossDingDong,BandanaCrip,RedHead
343,15,3916,0,https://magiceden.io/item-details/BNfshUwL9r1hhSgrB4943vnGeCEPPvPQ5EAerQbKLun2,Leather,Plug,None,OhGodNo,DingDong,SaiyanHair,Night
346,6,750,52.29,https://magiceden.io/item-details/HZreJnzuvt47h7kQ8pLK5jEELw377GJc87HzideuoLbY,BabyPink,Plug,None,CyberStyle,GoodBoy,GorgonPink,Sage
348,5.75,2250,42.77,https://magiceden.io/item-details/Cz9JAapCZCePFDgyysmVkBvSujn9Mkg6A4FeJCG954Nx,GrannySmith,MontanaRabbit,None,ClassicToon,WickeyMouse,PlumberGreen,Blonde
349,2.5,4369,58.3,https://magiceden.io/item-details/34HH6rLoFZdkc3fTWAdVnHmTntUZiPjGxLNUVYd7J72u,Lavendar,SweetChocolate,None,PissedOff,RuffyDuck,BandanaCrip,BudGreen
350,3.6,4269,48.1,https://magiceden.io/item-details/FtnrQDymkDgrQzfuXK8ChnJicdaHm5RLr1Gsihhofb3K,GrannySmith,Kong,None,PissedOff,GoodBoy,PimpNamedSlickBack,BudGreen
351,2.9,3961,57.57,https://magiceden.io/item-details/FCeVXuoGzJ2Av32bkuqHMqxEUhLGW4RRV1o1yfp9mPzv,DustyBlue,SkullShield,None,Steamboat,BaconBoar,BandanaBloodz,CottonCandy
352,2.65,1987,75.88,https://magiceden.io/item-details/DrBoVyFPGV9uhSTKikipZHVHQzH3yNcjNUFXEKZifrcF,GrannySmith,SkullShield,Flag,Steamboat,GramGram,None,CottonCandy
353,2.5,4961,53.56,https://magiceden.io/item-details/5RZgDd6A25PbzZUijTvRBmZBZSksd7sxq8sSJodRcgM4,Blue,Bat,None,Steamboat,DingDong,BeepBoop,Clay
363,3.29,1423,74,https://magiceden.io/item-details/HDAxhWvpAy2Z5TJog14gvcJtcNafe7ZnstXYLi2PNxto,Tangerine,Bat,Dagger,Unamused,ThugzBunny,ShellRed,Clay
367,2.69,3030,67.13,https://magiceden.io/item-details/6vuiR1WEKDGQFYiAs8kXkaqZmsQk2gbBFV725vrfWXAD,BabyPink,SkullBomb,None,Robbery,RuffyDuck,PlumberGreen,Night
373,2.5,2852,70.45,https://magiceden.io/item-details/EBUJTWnwfLtNAk4WYHYP3g64AJKZc3yQLg6Azb95Jmow,Lavendar,FlyTrap,None,Robbery,GramGram,Burger,DustyBlue
374,20,41,0,https://magiceden.io/item-details/CxGgqnu19mwGVTrbZYFJ2WMcmBaK2MbXVyf3maDrcujJ,BabyPink,FlyTrap,PocketMonster,Robbery,RuffyDuck,GorgonPink,Sage
375,25,31,0,https://magiceden.io/item-details/7eeScGzci6BXJnMrupsGZE5U3S4C2XbUFYxnbo5Mrsk1,SapphireGalaxy,SkullBomb,Pewpew,CyberSmile,RuffyDuck,ShellRed,BudGreen
383,2.5,3754,63.23,https://magiceden.io/item-details/2GJSnNUGgogDwdhA7ag2KX6AgDvhjcBnoLcgvrUDZhWh,Citrus,Kong,None,FeralEyesRed,ThugzBunny,BeepBoop,BudGreen
388,1.96,4854,59.81,https://magiceden.io/item-details/FekPCT1SHTAjhxWxJan6BKiKkyH3KWttu3j7ZuTkTF7N,Acid,SkullShield,None,ClassicToon,ThugzBunny,Sunnyside,GrapeFlavored
390,17.77,13,0,https://magiceden.io/item-details/DJtZHCkQodSNscGYnHV9B5cw1X1LtjiqNU2PKwrCMdM9,Lavendar,SaiyanDjinn,Pewpew,Zatoichi,ShinRaShiFlame,BeanieCream,DustyBlue
398,4,4299,43.86,https://magiceden.io/item-details/E9dq6EAm4qKvzJjKepvkGNrBdqoRtkxuV74q6iZyEY34,Pomegranate,Kong,None,OhGodNo,GramGram,PimpNamedSlickBack,Night
399,2.88,3874,58.46,https://magiceden.io/item-details/8t71FqHGW4z47VWx863gXTLVBsSBt2fzjr8pdV5X6AUk,Lavendar,DeathAngel,None,PissedOff,BaconBoar,SaiyanHair,BudGreen
400,3.69,823,74.81,https://magiceden.io/item-details/6gPsftg8S9VqD1zBqTWSfoJg9tLmZb2orxpWt62yxQ4z,Cyan,StreetPirate,Bone,Zatoichi,DingDong,BandanaCrip,Night
402,2.4,2884,71.2,https://magiceden.io/item-details/Ah4dcrsZVyD6xwqwTm3yXxK51RiL5dUZDPvCvyu75Fxk,Leather,Paladin,None,CuriousJorge,Panzer,BandanaCrip,Night
403,2.9,3163,63.96,https://magiceden.io/item-details/5kDeKKfaMKL3qayrhM9PjhFdFWJBjNnpKbqMU73vA9Jc,Mustard,LuchaLibre,None,FeralEyes,Mammoth,BeanieCream,GrapeFlavored
405,2000,139,0,https://magiceden.io/item-details/7aYkXZhAEhsqZ4tnhBS2A7ypT9GpRHL5hPzMc7w8Fosw,GrannySmith,BubbleTeaFever,None,Zatoichi,Baztard,ViperJade,SkyBison
406,4.2,3401,49.05,https://magiceden.io/item-details/AtDCudm48VLhz31xopqsE7ATjvALif2LkAQUZFzyUhMC,Cyan,MegaGoon,None,Skii,RuffyDuck,Crab,BudGreen
409,2.8,2069,73.72,https://magiceden.io/item-details/8mQ1Rb8DQT9WDU77g2kmSfuBpBGehgvP2zqyCDVocyYo,Acid,SkullShield,Dagger,BlindfoldBlack,GramGram,BeanieCream,Clay
415,2.15,2947,73.19,https://magiceden.io/item-details/J9Vm6mnuVgd8pXoL47DEWtpC7csmpzYpwRU6YCQLkLhx,GrannySmith,Bat,None,DemonLordBlue,ThugzBunny,GoonGoon,CottonCandy
418,2.19,2124,79.38,https://magiceden.io/item-details/9oCjLkKbSeu6uV86wmcBKMknYg8D7SKGZqcL8zyRQXMq,Citrus,SkullBomb,None,Over9000,BaconBoar,GoonGoon,Clay
421,4.4,1839,59.57,https://magiceden.io/item-details/953ezocN3J22u8QKKVM4VoaGUTWAHJ5iygm6QKhLfkb5,Tangerine,SkullShield,None,FeralEyes,GoodBoy,ViperGold,Blonde
424,2.5,1309,82.81,https://magiceden.io/item-details/6WVsdbXkbzX4ybLecYcrjj2HBdk2YsBHGn1p2CFC7Cmk,Cyan,DeathAngel,Dagger,Tycoon,BaconBoar,BeanieCream,Night
426,1.86,4351,64.84,https://magiceden.io/item-details/HdGAKnu4nPVC9MGkmokTVmvGryeCFdkcip4dGRtm6g1C,Cyan,Paladin,None,CuriousJorge,Baztard,SaiyanHair,GrapeFlavored
